interaction_id,DRUG_NAME,TARGET_NAME,TARGET_CLASS,ACTION_TYPE,interaction_text
2196,chlorpromazine,sphingomyelin phosphodiesterase,enzyme,,Drug: chlorpromazine | Target: sphingomyelin phosphodiesterase | Type: enzyme | Action: nan
2197,chlorpropamide,solute carrier family 22 member 6,transporter,,Drug: chlorpropamide | Target: solute carrier family 22 member 6 | Type: transporter | Action: nan
2198,chlorpropamide,"sulfonylurea receptor 1, kir6.2",ion channel,BLOCKER,"Drug: chlorpropamide | Target: sulfonylurea receptor 1, kir6.2 | Type: ion channel | Action: BLOCKER"
2199,chlorprothixene,d(1a) dopamine receptor,gpcr,,Drug: chlorprothixene | Target: d(1a) dopamine receptor | Type: gpcr | Action: nan
2200,chlorprothixene,d(2) dopamine receptor,gpcr,ANTAGONIST,Drug: chlorprothixene | Target: d(2) dopamine receptor | Type: gpcr | Action: ANTAGONIST
2201,chlorprothixene,5-hydroxytryptamine receptor 2a,gpcr,,Drug: chlorprothixene | Target: 5-hydroxytryptamine receptor 2a | Type: gpcr | Action: nan
2202,chlorprothixene,5-hydroxytryptamine receptor 6,gpcr,,Drug: chlorprothixene | Target: 5-hydroxytryptamine receptor 6 | Type: gpcr | Action: nan
2203,chlorprothixene,d(3) dopamine receptor,gpcr,ANTAGONIST,Drug: chlorprothixene | Target: d(3) dopamine receptor | Type: gpcr | Action: ANTAGONIST
2204,chlorprothixene,d(1b) dopamine receptor,gpcr,,Drug: chlorprothixene | Target: d(1b) dopamine receptor | Type: gpcr | Action: nan
2205,chlorprothixene,histamine h1 receptor,gpcr,,Drug: chlorprothixene | Target: histamine h1 receptor | Type: gpcr | Action: nan
2206,chlorprothixene,muscarinic acetylcholine receptor m1,gpcr,,Drug: chlorprothixene | Target: muscarinic acetylcholine receptor m1 | Type: gpcr | Action: nan
2207,chlorprothixene,muscarinic acetylcholine receptor m2,gpcr,,Drug: chlorprothixene | Target: muscarinic acetylcholine receptor m2 | Type: gpcr | Action: nan
2208,chlorprothixene,muscarinic acetylcholine receptor m3,gpcr,,Drug: chlorprothixene | Target: muscarinic acetylcholine receptor m3 | Type: gpcr | Action: nan
2209,chlorprothixene,muscarinic acetylcholine receptor m4,gpcr,,Drug: chlorprothixene | Target: muscarinic acetylcholine receptor m4 | Type: gpcr | Action: nan
2210,chlorprothixene,muscarinic acetylcholine receptor m5,gpcr,,Drug: chlorprothixene | Target: muscarinic acetylcholine receptor m5 | Type: gpcr | Action: nan
2211,chlorprothixene,d(4) dopamine receptor,gpcr,,Drug: chlorprothixene | Target: d(4) dopamine receptor | Type: gpcr | Action: nan
2212,chlorprothixene,solute carrier family 22 member 1,transporter,,Drug: chlorprothixene | Target: solute carrier family 22 member 1 | Type: transporter | Action: nan
2213,chlorprothixene,5-hydroxytryptamine receptor 7,gpcr,,Drug: chlorprothixene | Target: 5-hydroxytryptamine receptor 7 | Type: gpcr | Action: nan
2214,chlorprothixene,histamine h1 receptor,gpcr,,Drug: chlorprothixene | Target: histamine h1 receptor | Type: gpcr | Action: nan
2215,chlorprothixene,pleiotropic abc efflux transporter of multiple drugs,transporter,,Drug: chlorprothixene | Target: pleiotropic abc efflux transporter of multiple drugs | Type: transporter | Action: nan
2216,chlortetracycline,"camp-specific 3',5'-cyclic phosphodiesterase 4a",enzyme,,"Drug: chlortetracycline | Target: camp-specific 3',5'-cyclic phosphodiesterase 4a | Type: enzyme | Action: nan"
2217,chlortetracycline,major prion protein,surface antigen,,Drug: chlortetracycline | Target: major prion protein | Type: surface antigen | Action: nan
2218,chlortetracycline,protein-arginine deiminase type-4,enzyme,,Drug: chlortetracycline | Target: protein-arginine deiminase type-4 | Type: enzyme | Action: nan
2219,chlortalidone,carbonic anhydrase 2,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 2 | Type: enzyme | Action: nan
2220,chlortalidone,solute carrier family 12 member 3,transporter,INHIBITOR,Drug: chlortalidone | Target: solute carrier family 12 member 3 | Type: transporter | Action: INHIBITOR
2221,chlortalidone,carbonic anhydrase 1,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 1 | Type: enzyme | Action: nan
2222,chlortalidone,carbonic anhydrase 4,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 4 | Type: enzyme | Action: nan
2223,chlortalidone,carbonic anhydrase 9,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 9 | Type: enzyme | Action: nan
2224,chlortalidone,carbonic anhydrase 12,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 12 | Type: enzyme | Action: nan
2225,chlortalidone,"carbonic anhydrase 5a, mitochondrial",enzyme,,"Drug: chlortalidone | Target: carbonic anhydrase 5a, mitochondrial | Type: enzyme | Action: nan"
2226,chlortalidone,"carbonic anhydrase 5b, mitochondrial",enzyme,,"Drug: chlortalidone | Target: carbonic anhydrase 5b, mitochondrial | Type: enzyme | Action: nan"
2227,chlortalidone,carbonic anhydrase 7,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 7 | Type: enzyme | Action: nan
2228,chlortalidone,carbonic anhydrase 3,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 3 | Type: enzyme | Action: nan
2229,chlortalidone,carbonic anhydrase 6,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 6 | Type: enzyme | Action: nan
2230,chlortalidone,carbonic anhydrase 14,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 14 | Type: enzyme | Action: nan
2231,chlortalidone,carbonic anhydrase 13,enzyme,,Drug: chlortalidone | Target: carbonic anhydrase 13 | Type: enzyme | Action: nan
2232,chlorzoxazone,intermediate conductance calcium-activated potassium channel protein 4,ion channel,ACTIVATOR,Drug: chlorzoxazone | Target: intermediate conductance calcium-activated potassium channel protein 4 | Type: ion channel | Action: ACTIVATOR
2233,chlorzoxazone,"nitric oxide synthase, inducible",enzyme,,"Drug: chlorzoxazone | Target: nitric oxide synthase, inducible | Type: enzyme | Action: nan"
2234,chlorzoxazone,"nitric oxide synthase, brain",enzyme,,"Drug: chlorzoxazone | Target: nitric oxide synthase, brain | Type: enzyme | Action: nan"
2235,chlorzoxazone,"nitric oxide synthase, endothelial",enzyme,,"Drug: chlorzoxazone | Target: nitric oxide synthase, endothelial | Type: enzyme | Action: nan"
2236,chlorzoxazone,"nitric oxide synthase, brain",enzyme,,"Drug: chlorzoxazone | Target: nitric oxide synthase, brain | Type: enzyme | Action: nan"
2237,chlorzoxazone,small conductance calcium-activated potassium channel protein 2,ion channel,ACTIVATOR,Drug: chlorzoxazone | Target: small conductance calcium-activated potassium channel protein 2 | Type: ion channel | Action: ACTIVATOR
2238,chlorzoxazone,calcium-activated potassium channel subunit alpha-1,ion channel,OPENER,Drug: chlorzoxazone | Target: calcium-activated potassium channel subunit alpha-1 | Type: ion channel | Action: OPENER
2239,cianidanol,prostaglandin g/h synthase 2,enzyme,,Drug: cianidanol | Target: prostaglandin g/h synthase 2 | Type: enzyme | Action: nan
2240,cianidanol,prostaglandin g/h synthase 1,enzyme,,Drug: cianidanol | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: nan
2241,cianidanol,carbonic anhydrase 2,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 2 | Type: enzyme | Action: nan
2242,cianidanol,carbonic anhydrase 1,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 1 | Type: enzyme | Action: nan
2243,cianidanol,carbonic anhydrase 4,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 4 | Type: enzyme | Action: nan
2244,cianidanol,carbonic anhydrase 9,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 9 | Type: enzyme | Action: nan
2245,cianidanol,carbonic anhydrase 12,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 12 | Type: enzyme | Action: nan
2246,cianidanol,prothrombin,enzyme,,Drug: cianidanol | Target: prothrombin | Type: enzyme | Action: nan
2247,cianidanol,mast/stem cell growth factor receptor kit,kinase,,Drug: cianidanol | Target: mast/stem cell growth factor receptor kit | Type: kinase | Action: nan
2248,cianidanol,"carbonic anhydrase 5a, mitochondrial",enzyme,,"Drug: cianidanol | Target: carbonic anhydrase 5a, mitochondrial | Type: enzyme | Action: nan"
2249,cianidanol,"carbonic anhydrase 5b, mitochondrial",enzyme,,"Drug: cianidanol | Target: carbonic anhydrase 5b, mitochondrial | Type: enzyme | Action: nan"
2250,cianidanol,carbonic anhydrase 7,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 7 | Type: enzyme | Action: nan
2251,cianidanol,carbonic anhydrase 3,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 3 | Type: enzyme | Action: nan
2252,cianidanol,carbonic anhydrase 6,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 6 | Type: enzyme | Action: nan
2253,cianidanol,carbonic anhydrase 14,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 14 | Type: enzyme | Action: nan
2254,cianidanol,beta-secretase 1,enzyme,,Drug: cianidanol | Target: beta-secretase 1 | Type: enzyme | Action: nan
2255,cianidanol,prostaglandin g/h synthase 1,enzyme,,Drug: cianidanol | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: nan
2256,cianidanol,polyphenol oxidase 2,enzyme,,Drug: cianidanol | Target: polyphenol oxidase 2 | Type: enzyme | Action: nan
2257,cianidanol,carbonic anhydrase 13,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 13 | Type: enzyme | Action: nan
2258,cianidanol,carbonic anhydrase 15,enzyme,,Drug: cianidanol | Target: carbonic anhydrase 15 | Type: enzyme | Action: nan
2259,cianidanol,prostaglandin g/h synthase 1,enzyme,,Drug: cianidanol | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: nan
2260,cianidanol,arginase,enzyme,,Drug: cianidanol | Target: arginase | Type: enzyme | Action: nan
2261,cianidanol,amyloid beta a4 protein,unclassified,,Drug: cianidanol | Target: amyloid beta a4 protein | Type: unclassified | Action: nan
2262,cianidanol,dihydroorotate dehydrogenase,enzyme,,Drug: cianidanol | Target: dihydroorotate dehydrogenase | Type: enzyme | Action: nan
2264,cianidanol,amyloid beta a4 protein,unclassified,,Drug: cianidanol | Target: amyloid beta a4 protein | Type: unclassified | Action: nan
2266,cibenzoline,potassium voltage-gated channel subfamily h member 2,ion channel,,Drug: cibenzoline | Target: potassium voltage-gated channel subfamily h member 2 | Type: ion channel | Action: nan
2267,cibenzoline,atp-sensitive inward rectifier potassium channel 11,ion channel,,Drug: cibenzoline | Target: atp-sensitive inward rectifier potassium channel 11 | Type: ion channel | Action: nan
2268,cibenzoline,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,ion channel,,Drug: cibenzoline | Target: potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 | Type: ion channel | Action: nan
2269,cicaprost,prostaglandin e2 receptor ep1 subtype,gpcr,,Drug: cicaprost | Target: prostaglandin e2 receptor ep1 subtype | Type: gpcr | Action: nan
2270,cicaprost,prostaglandin e2 receptor ep3 subtype,gpcr,,Drug: cicaprost | Target: prostaglandin e2 receptor ep3 subtype | Type: gpcr | Action: nan
2271,cicaprost,prostacyclin receptor,gpcr,,Drug: cicaprost | Target: prostacyclin receptor | Type: gpcr | Action: nan
2272,cicaprost,prostaglandin e2 receptor ep4 subtype,gpcr,,Drug: cicaprost | Target: prostaglandin e2 receptor ep4 subtype | Type: gpcr | Action: nan
2273,cicaprost,prostaglandin d2 receptor,gpcr,,Drug: cicaprost | Target: prostaglandin d2 receptor | Type: gpcr | Action: nan
2274,cicaprost,prostaglandin f2-alpha receptor,gpcr,,Drug: cicaprost | Target: prostaglandin f2-alpha receptor | Type: gpcr | Action: nan
2275,cicaprost,prostaglandin e2 receptor ep2 subtype,gpcr,AGONIST,Drug: cicaprost | Target: prostaglandin e2 receptor ep2 subtype | Type: gpcr | Action: AGONIST
2276,cicaprost,prostaglandin e2 receptor ep3 subtype,gpcr,AGONIST,Drug: cicaprost | Target: prostaglandin e2 receptor ep3 subtype | Type: gpcr | Action: AGONIST
2277,cicaprost,prostacyclin receptor,gpcr,AGONIST,Drug: cicaprost | Target: prostacyclin receptor | Type: gpcr | Action: AGONIST
2278,cyclacillin,penicillin-binding protein 1a,enzyme,,Drug: cyclacillin | Target: penicillin-binding protein 1a | Type: enzyme | Action: nan
2279,cyclacillin,bacterial penicillin-binding protein,enzyme,INHIBITOR,Drug: cyclacillin | Target: bacterial penicillin-binding protein | Type: enzyme | Action: INHIBITOR
2280,ciclesonide,glucocorticoid receptor,nuclear hormone receptor,AGONIST,Drug: ciclesonide | Target: glucocorticoid receptor | Type: nuclear hormone receptor | Action: AGONIST
2281,ciclopirox,poly [adp-ribose] polymerase 1,enzyme,INHIBITOR,Drug: ciclopirox | Target: poly [adp-ribose] polymerase 1 | Type: enzyme | Action: INHIBITOR
2282,ciclopirox,poly [adp-ribose] polymerase 1,unclassified,INHIBITOR,Drug: ciclopirox | Target: poly [adp-ribose] polymerase 1 | Type: unclassified | Action: INHIBITOR
2283,ciclopirox,deoxyhypusine hydroxylase,enzyme,,Drug: ciclopirox | Target: deoxyhypusine hydroxylase | Type: enzyme | Action: nan
2284,cicloprolol,beta-1 adrenergic receptor,gpcr,,Drug: cicloprolol | Target: beta-1 adrenergic receptor | Type: gpcr | Action: nan
2285,cicloprolol,beta-2 adrenergic receptor,gpcr,,Drug: cicloprolol | Target: beta-2 adrenergic receptor | Type: gpcr | Action: nan
2286,cidofovir,dna polymerase catalytic subunit,enzyme,INHIBITOR,Drug: cidofovir | Target: dna polymerase catalytic subunit | Type: enzyme | Action: INHIBITOR
2287,cilastatin,dipeptidase 1,enzyme,INHIBITOR,Drug: cilastatin | Target: dipeptidase 1 | Type: enzyme | Action: INHIBITOR
2288,cilastatin,dipeptidase 1,enzyme,,Drug: cilastatin | Target: dipeptidase 1 | Type: enzyme | Action: nan
2289,cilazapril,angiotensin-converting enzyme,enzyme,INHIBITOR,Drug: cilazapril | Target: angiotensin-converting enzyme | Type: enzyme | Action: INHIBITOR
2290,cilnidipine,voltage-dependent n-type calcium channel subunit alpha-1b,ion channel,BLOCKER,Drug: cilnidipine | Target: voltage-dependent n-type calcium channel subunit alpha-1b | Type: ion channel | Action: BLOCKER
2291,cilnidipine,voltage-gated l-type calcium channel,ion channel,BLOCKER,Drug: cilnidipine | Target: voltage-gated l-type calcium channel | Type: ion channel | Action: BLOCKER
2292,cilostazol,"cgmp-inhibited 3',5'-cyclic phosphodiesterase a",enzyme,INHIBITOR,"Drug: cilostazol | Target: cgmp-inhibited 3',5'-cyclic phosphodiesterase a | Type: enzyme | Action: INHIBITOR"
2293,cilostazol,cytochrome p450 2c9,enzyme,,Drug: cilostazol | Target: cytochrome p450 2c9 | Type: enzyme | Action: nan
2294,cilostazol,"cgmp-inhibited 3',5'-cyclic phosphodiesterase b",enzyme,INHIBITOR,"Drug: cilostazol | Target: cgmp-inhibited 3',5'-cyclic phosphodiesterase b | Type: enzyme | Action: INHIBITOR"
2295,cimetidine,5-hydroxytryptamine receptor 2a,gpcr,,Drug: cimetidine | Target: 5-hydroxytryptamine receptor 2a | Type: gpcr | Action: nan
2296,cimetidine,histamine h2 receptor,gpcr,ANTAGONIST,Drug: cimetidine | Target: histamine h2 receptor | Type: gpcr | Action: ANTAGONIST
2297,cimetidine,histamine h2 receptor,gpcr,,Drug: cimetidine | Target: histamine h2 receptor | Type: gpcr | Action: nan
2298,cimetidine,multidrug and toxin extrusion protein 1,transporter,,Drug: cimetidine | Target: multidrug and toxin extrusion protein 1 | Type: transporter | Action: nan
2299,cimetidine,multidrug and toxin extrusion protein 2,transporter,INHIBITOR,Drug: cimetidine | Target: multidrug and toxin extrusion protein 2 | Type: transporter | Action: INHIBITOR
2300,cimetidine,histamine h2 receptor,gpcr,ANTAGONIST,Drug: cimetidine | Target: histamine h2 receptor | Type: gpcr | Action: ANTAGONIST
2301,cinacalcet,cytochrome p450 2d6,enzyme,,Drug: cinacalcet | Target: cytochrome p450 2d6 | Type: enzyme | Action: nan
2302,cinacalcet,glycine receptor subunit alpha-1,ion channel,,Drug: cinacalcet | Target: glycine receptor subunit alpha-1 | Type: ion channel | Action: nan
2303,cinacalcet,extracellular calcium-sensing receptor,gpcr,POSITIVE ALLOSTERIC MODULATOR,Drug: cinacalcet | Target: extracellular calcium-sensing receptor | Type: gpcr | Action: POSITIVE ALLOSTERIC MODULATOR
2304,cinacalcet,metabotropic glutamate receptor 5,gpcr,ALLOSTERIC MODULATOR,Drug: cinacalcet | Target: metabotropic glutamate receptor 5 | Type: gpcr | Action: ALLOSTERIC MODULATOR
2305,cinalukast,cysteinyl leukotriene receptor 1,gpcr,,Drug: cinalukast | Target: cysteinyl leukotriene receptor 1 | Type: gpcr | Action: nan
2306,cinalukast,cysteinyl leukotriene receptor 1,gpcr,ANTAGONIST,Drug: cinalukast | Target: cysteinyl leukotriene receptor 1 | Type: gpcr | Action: ANTAGONIST
2307,cinnarizine,mu-type opioid receptor,gpcr,,Drug: cinnarizine | Target: mu-type opioid receptor | Type: gpcr | Action: nan
2308,cinnarizine,d(2) dopamine receptor,gpcr,,Drug: cinnarizine | Target: d(2) dopamine receptor | Type: gpcr | Action: nan
2309,cinnarizine,alpha-2a adrenergic receptor,gpcr,,Drug: cinnarizine | Target: alpha-2a adrenergic receptor | Type: gpcr | Action: nan
2310,cinnarizine,sigma non-opioid intracellular receptor 1,membrane receptor,,Drug: cinnarizine | Target: sigma non-opioid intracellular receptor 1 | Type: membrane receptor | Action: nan
